DEPT,NPHI_ED,CALI,PHIE:1,NEUT,SP:1,SWE,RES,RHOB:1,VSH,PHIE:2,GR,SP:2,RHOB:2,Well
4203.0,0.266,14.64,0.126,27.9,30.23,1.0,1.65,2.263,0.808605,0.126,70.81,30.23,2.263,Project_well_logs/TMG-1-logs
4204.0,0.262,14.55,0.119,38.6,29.31,1.0,1.65,2.282,0.83,0.119,69.95,29.31,2.282,Project_well_logs/TMG-1-logs
4205.0,0.257,14.46,0.146,49.9,29.28,1.0,1.78,2.258,0.830698,0.146,67.64,29.28,2.258,Project_well_logs/TMG-1-logs
4206.0,0.254,14.32,0.167,58.4,30.07,1.0,1.96,2.239,0.812326,0.167,65.66,30.07,2.239,Project_well_logs/TMG-1-logs
4207.0,0.251,14.22,0.137,66.2,35.77,1.0,2.16,2.278,0.679768,0.137,66.91,35.77,2.278,Project_well_logs/TMG-1-logs
4208.0,0.248,14.23,0.127,74.1,39.33,1.0,2.26,2.278,0.596977,0.127,68.96,39.33,2.278,Project_well_logs/TMG-1-logs
4209.0,0.248,14.28,0.103,72.2,41.52,1.0,2.3,2.297,0.546047,0.103,71.27,41.52,2.297,Project_well_logs/TMG-1-logs
4210.0,0.256,14.33,0.088,52.7,43.61,1.0,2.08,2.305,0.497442,0.088,72.8,43.61,2.305,Project_well_logs/TMG-1-logs
4211.0,0.265,14.4,0.098,30.3,44.03,1.0,1.85,2.289,0.487674,0.098,72.82,44.03,2.289,Project_well_logs/TMG-1-logs
4212.0,0.269,14.48,0.092,20.6,43.23,1.0,1.95,2.307,0.506279,0.092,72.07,43.23,2.307,Project_well_logs/TMG-1-logs
4213.0,0.266,14.6,0.103,27.4,41.84,1.0,1.97,2.302,0.538605,0.103,70.75,41.84,2.302,Project_well_logs/TMG-1-logs
4214.0,0.261,14.62,0.11,39.2,39.69,1.0,1.91,2.303,0.588605,0.11,69.26,39.69,2.303,Project_well_logs/TMG-1-logs
4215.0,0.254,14.6,0.13,56.4,38.27,1.0,1.7,2.295,0.621628,0.13,66.21,38.27,2.295,Project_well_logs/TMG-1-logs
4216.0,0.243,14.55,0.132,87.1,36.99,1.0,1.66,2.305,0.651395,0.132,64.53,36.99,2.305,Project_well_logs/TMG-1-logs
4217.0,0.244,14.18,0.158,83.4,36.28,1.0,1.86,2.261,0.667907,0.158,64.49,36.28,2.261,Project_well_logs/TMG-1-logs
4218.0,0.247,14.07,0.143,74.3,37.61,1.0,2.04,2.256,0.636977,0.143,68.52,37.61,2.256,Project_well_logs/TMG-1-logs
4219.0,0.252,14.11,0.118,62.2,39.7,1.0,2.2,2.256,0.588372,0.118,72.85,39.7,2.256,Project_well_logs/TMG-1-logs
4220.0,0.257,14.25,0.068,48.7,42.61,1.0,2.23,2.244,0.520698,0.068,79.64,42.61,2.244,Project_well_logs/TMG-1-logs
4221.0,0.26,14.88,0.064,41.2,43.78,1.0,1.97,2.245,0.493488,0.064,80.68,43.78,2.245,Project_well_logs/TMG-1-logs
4222.0,0.262,14.96,0.056,36.2,42.72,1.0,1.49,2.257,0.518139,0.056,80.68,42.72,2.257,Project_well_logs/TMG-1-logs
4223.0,0.265,14.97,0.054,29.9,39.77,1.0,1.52,2.26,0.586744,0.054,80.02,39.77,2.26,Project_well_logs/TMG-1-logs
4224.0,0.267,14.96,0.081,24.8,36.27,1.0,1.63,2.246,0.66814,0.081,78.21,36.27,2.246,Project_well_logs/TMG-1-logs
4225.0,0.269,14.97,0.076,19.8,33.48,1.0,1.67,2.242,0.733023,0.076,78.96,33.48,2.242,Project_well_logs/TMG-1-logs
4226.0,0.272,14.97,0.053,13.5,31.18,1.0,1.62,2.267,0.786512,0.053,79.71,31.18,2.267,Project_well_logs/TMG-1-logs
4227.0,0.273,14.87,0.047,9.4,29.86,1.0,1.48,2.273,0.817209,0.047,80.12,29.86,2.273,Project_well_logs/TMG-1-logs
4228.0,0.271,14.79,0.069,15.9,29.31,1.0,1.45,2.253,0.83,0.069,79.02,29.31,2.253,Project_well_logs/TMG-1-logs
4229.0,0.266,14.79,0.087,26.8,29.23,1.0,1.53,2.247,0.83186,0.087,77.55,29.23,2.247,Project_well_logs/TMG-1-logs
4230.0,0.268,14.83,0.108,23.7,29.54,1.0,1.61,2.252,0.824651,0.108,74.55,29.54,2.252,Project_well_logs/TMG-1-logs
4231.0,0.271,14.92,0.119,15.5,29.87,1.0,1.66,2.259,0.816977,0.119,72.34,29.87,2.259,Project_well_logs/TMG-1-logs
4232.0,0.27,14.93,0.127,17.0,29.41,1.0,1.67,2.255,0.827674,0.127,71.52,29.41,2.255,Project_well_logs/TMG-1-logs
4233.0,0.266,14.95,0.123,26.2,28.58,1.0,1.67,2.247,0.846977,0.123,72.83,28.58,2.247,Project_well_logs/TMG-1-logs
4234.0,0.269,14.94,0.105,20.1,27.63,1.0,1.64,2.248,0.86907,0.105,75.34,27.63,2.248,Project_well_logs/TMG-1-logs
4235.0,0.272,14.95,0.082,12.4,26.9,1.0,1.59,2.254,0.886047,0.082,77.64,26.9,2.254,Project_well_logs/TMG-1-logs
4236.0,0.275,14.93,0.077,5.6,26.94,1.0,1.51,2.28,0.885116,0.077,76.36,26.94,2.28,Project_well_logs/TMG-1-logs
4237.0,0.278,14.94,0.076,99.1,27.23,1.0,1.41,2.308,0.878372,0.076,74.34,27.23,2.308,Project_well_logs/TMG-1-logs
4238.0,0.281,14.93,0.089,92.0,27.55,1.0,1.37,2.314,0.87093,0.089,71.83,27.55,2.314,Project_well_logs/TMG-1-logs
4239.0,0.284,14.9,0.114,85.1,27.76,1.0,1.36,2.288,0.866047,0.114,70.31,27.76,2.288,Project_well_logs/TMG-1-logs
4240.0,0.286,14.82,0.133,80.0,27.67,1.0,1.36,2.258,0.86814,0.133,70.14,27.67,2.258,Project_well_logs/TMG-1-logs
4241.0,0.286,14.83,0.147,80.6,27.11,1.0,1.36,2.225,0.881163,0.147,71.12,27.11,2.225,Project_well_logs/TMG-1-logs
4242.0,0.285,14.94,0.148,83.9,26.55,1.0,1.36,2.21,0.894186,0.148,72.44,26.55,2.21,Project_well_logs/TMG-1-logs
4243.0,0.286,15.03,0.146,80.7,25.79,1.0,1.36,2.199,0.91186,0.146,73.77,25.79,2.199,Project_well_logs/TMG-1-logs
4244.0,0.287,15.1,0.143,77.8,25.08,1.0,1.37,2.192,0.928372,0.143,74.81,25.08,2.192,Project_well_logs/TMG-1-logs
4245.0,0.286,15.12,0.138,79.9,24.8,1.0,1.37,2.193,0.934884,0.138,75.36,24.8,2.193,Project_well_logs/TMG-1-logs
4246.0,0.283,15.12,0.15,87.1,24.82,1.0,1.38,2.186,0.934419,0.15,74.25,24.82,2.186,Project_well_logs/TMG-1-logs
4247.0,0.28,15.1,0.172,95.2,25.67,1.0,1.38,2.173,0.914651,0.172,72.2,25.67,2.173,Project_well_logs/TMG-1-logs
4248.0,0.275,15.01,0.157,4.6,26.32,1.0,1.39,2.19,0.899535,0.157,72.95,26.32,2.19,Project_well_logs/TMG-1-logs
4249.0,0.271,14.91,0.146,14.4,26.82,1.0,1.4,2.211,0.887907,0.146,72.76,26.82,2.211,Project_well_logs/TMG-1-logs
4250.0,0.268,14.9,0.138,22.1,27.12,1.0,1.4,2.231,0.88093,0.138,72.12,27.12,2.231,Project_well_logs/TMG-1-logs
4251.0,0.267,14.94,0.135,26.0,27.06,1.0,1.41,2.244,0.882326,0.135,71.28,27.06,2.244,Project_well_logs/TMG-1-logs
4252.0,0.268,14.96,0.137,22.7,26.78,1.0,1.41,2.237,0.888837,0.137,71.58,26.78,2.237,Project_well_logs/TMG-1-logs
4253.0,0.27,14.97,0.142,18.4,26.3,1.0,1.42,2.225,0.9,0.142,71.97,26.3,2.225,Project_well_logs/TMG-1-logs
4254.0,0.272,14.99,0.14,11.9,25.78,1.0,1.41,2.229,0.912093,0.14,71.92,25.78,2.229,Project_well_logs/TMG-1-logs
4255.0,0.276,15.02,0.151,4.4,25.15,1.0,1.41,2.219,0.926744,0.151,71.04,25.15,2.219,Project_well_logs/TMG-1-logs
4256.0,0.28,15.07,0.172,94.9,24.47,1.0,1.41,2.195,0.942558,0.172,69.89,24.47,2.195,Project_well_logs/TMG-1-logs
4257.0,0.282,15.13,0.172,89.4,24.19,1.0,1.41,2.201,0.94907,0.172,69.36,24.19,2.201,Project_well_logs/TMG-1-logs
4258.0,0.282,15.17,0.145,88.7,25.11,1.0,1.41,2.217,0.927674,0.145,72.34,25.11,2.217,Project_well_logs/TMG-1-logs
4259.0,0.275,15.22,0.129,7.0,26.19,1.0,1.41,2.236,0.902558,0.129,72.96,26.19,2.236,Project_well_logs/TMG-1-logs
4260.0,0.271,15.28,0.135,15.6,26.99,1.0,1.41,2.235,0.883954,0.135,72.2,26.99,2.235,Project_well_logs/TMG-1-logs
4261.0,0.279,15.32,0.143,97.0,26.85,1.0,1.41,2.239,0.887209,0.143,70.4,26.85,2.239,Project_well_logs/TMG-1-logs
4262.0,0.285,15.32,0.128,83.4,26.21,1.0,1.41,2.256,0.902093,0.128,71.22,26.21,2.256,Project_well_logs/TMG-1-logs
4263.0,0.288,15.31,0.089,75.5,25.41,1.0,1.4,2.255,0.920698,0.089,76.77,25.41,2.255,Project_well_logs/TMG-1-logs
4264.0,0.286,15.31,0.074,80.8,24.33,1.0,1.4,2.245,0.945814,0.074,79.03,24.33,2.245,Project_well_logs/TMG-1-logs
4265.0,0.28,15.32,0.075,95.4,23.79,1.0,1.4,2.239,0.958372,0.075,79.24,23.79,2.239,Project_well_logs/TMG-1-logs
4266.0,0.273,15.33,0.116,9.9,23.6,1.0,1.4,2.237,0.962791,0.116,74.75,23.6,2.237,Project_well_logs/TMG-1-logs
4267.0,0.274,15.34,0.14,8.2,23.79,1.0,1.4,2.22,0.958372,0.14,72.72,23.79,2.22,Project_well_logs/TMG-1-logs
4268.0,0.276,15.35,0.148,2.6,24.38,1.0,1.39,2.223,0.944651,0.148,71.15,24.38,2.223,Project_well_logs/TMG-1-logs
4269.0,0.279,15.36,0.138,95.6,25.1,1.0,1.38,2.234,0.927907,0.138,71.81,25.1,2.234,Project_well_logs/TMG-1-logs
4270.0,0.283,15.36,0.129,87.0,25.84,1.0,1.36,2.234,0.910698,0.129,73.21,25.84,2.234,Project_well_logs/TMG-1-logs
4271.0,0.287,15.37,0.124,77.9,26.35,1.0,1.34,2.226,0.898837,0.124,74.56,26.35,2.226,Project_well_logs/TMG-1-logs
4272.0,0.292,15.36,0.117,67.2,26.47,1.0,1.33,2.226,0.896047,0.117,75.43,26.47,2.226,Project_well_logs/TMG-1-logs
4273.0,0.296,15.36,0.116,57.9,26.05,1.0,1.32,2.23,0.905814,0.116,75.22,26.05,2.23,Project_well_logs/TMG-1-logs
4274.0,0.296,15.38,0.119,59.1,25.19,1.0,1.31,2.242,0.925814,0.119,73.85,25.19,2.242,Project_well_logs/TMG-1-logs
4275.0,0.297,15.41,0.119,56.4,24.46,1.0,1.29,2.255,0.942791,0.119,72.68,24.46,2.255,Project_well_logs/TMG-1-logs
4276.0,0.3,15.48,0.118,49.6,23.91,1.0,1.28,2.262,0.955581,0.118,72.3,23.91,2.262,Project_well_logs/TMG-1-logs
4277.0,0.302,15.55,0.113,45.2,23.54,1.0,1.27,2.26,0.964186,0.113,73.21,23.54,2.26,Project_well_logs/TMG-1-logs
4278.0,0.298,15.56,0.107,54.1,23.76,1.0,1.26,2.257,0.95907,0.107,74.27,23.76,2.257,Project_well_logs/TMG-1-logs
4279.0,0.295,15.57,0.097,60.6,23.15,1.0,1.25,2.258,0.973256,0.097,75.53,23.15,2.258,Project_well_logs/TMG-1-logs
4280.0,0.294,15.57,0.092,63.6,23.59,1.0,1.24,2.25,0.963023,0.092,76.79,23.59,2.25,Project_well_logs/TMG-1-logs
4281.0,0.297,15.56,0.077,56.9,24.12,1.0,1.23,2.257,0.950698,0.077,77.91,24.12,2.257,Project_well_logs/TMG-1-logs
4282.0,0.3,15.53,0.052,50.3,23.63,1.0,1.22,2.281,0.962093,0.052,78.98,23.63,2.281,Project_well_logs/TMG-1-logs
4283.0,0.299,15.52,0.045,52.4,23.15,1.0,1.22,2.28,0.973256,0.045,79.72,23.15,2.28,Project_well_logs/TMG-1-logs
4284.0,0.296,15.53,0.043,58.1,23.11,1.0,1.22,2.279,0.974186,0.043,80.18,23.11,2.279,Project_well_logs/TMG-1-logs
4285.0,0.297,15.53,0.036,55.9,23.69,1.0,1.22,2.29,0.960698,0.036,80.24,23.69,2.29,Project_well_logs/TMG-1-logs
4286.0,0.3,15.54,0.043,48.9,23.96,1.0,1.22,2.284,0.954419,0.043,79.76,23.96,2.284,Project_well_logs/TMG-1-logs
4287.0,0.302,15.57,0.065,44.2,23.36,1.0,1.22,2.264,0.968372,0.065,78.75,23.36,2.264,Project_well_logs/TMG-1-logs
4288.0,0.302,15.59,0.072,45.9,22.74,1.0,1.22,2.258,0.982791,0.072,78.42,22.74,2.258,Project_well_logs/TMG-1-logs
4289.0,0.298,15.59,0.054,54.0,22.66,1.0,1.23,2.268,0.984651,0.054,79.61,22.66,2.268,Project_well_logs/TMG-1-logs
4290.0,0.294,15.59,0.062,61.9,22.86,1.0,1.24,2.248,0.98,0.062,80.34,22.86,2.248,Project_well_logs/TMG-1-logs
4291.0,0.291,15.58,0.079,68.8,23.21,1.0,1.24,2.233,0.97186,0.079,79.22,23.21,2.233,Project_well_logs/TMG-1-logs
4292.0,0.288,15.61,0.097,76.6,23.63,1.0,1.25,2.226,0.962093,0.097,77.82,23.63,2.226,Project_well_logs/TMG-1-logs
4293.0,0.292,15.68,0.095,67.5,24.19,1.0,1.25,2.224,0.94907,0.095,78.14,24.19,2.224,Project_well_logs/TMG-1-logs
4294.0,0.295,15.7,0.095,60.4,24.12,1.0,1.25,2.215,0.950698,0.095,78.71,24.12,2.215,Project_well_logs/TMG-1-logs
4295.0,0.297,15.7,0.116,55.8,23.76,1.0,1.25,2.211,0.95907,0.116,76.73,23.76,2.211,Project_well_logs/TMG-1-logs
4296.0,0.298,15.74,0.142,52.9,23.19,1.0,1.24,2.217,0.972326,0.142,72.67,23.19,2.217,Project_well_logs/TMG-1-logs
4297.0,0.295,15.76,0.13,59.5,22.68,1.0,1.24,2.217,0.984186,0.13,74.47,22.68,2.217,Project_well_logs/TMG-1-logs
4298.0,0.293,15.78,0.133,64.8,22.05,1.0,1.23,2.197,0.998837,0.133,75.71,22.05,2.197,Project_well_logs/TMG-1-logs
4299.0,0.294,15.8,0.126,61.6,21.28,1.0,1.23,2.203,1.0,0.126,76.06,21.28,2.203,Project_well_logs/TMG-1-logs
4300.0,0.296,15.81,0.126,57.2,20.71,1.0,1.23,2.207,1.0,0.126,75.83,20.71,2.207,Project_well_logs/TMG-1-logs
4301.0,0.296,15.75,0.132,57.0,20.99,1.0,1.23,2.201,1.0,0.132,75.54,20.99,2.201,Project_well_logs/TMG-1-logs
4302.0,0.293,15.75,0.112,65.6,21.61,1.0,1.23,2.209,1.0,0.112,77.36,21.61,2.209,Project_well_logs/TMG-1-logs
4303.0,0.29,15.76,0.082,71.2,22.07,1.0,1.23,2.221,1.0,0.082,79.69,22.07,2.221,Project_well_logs/TMG-1-logs
4304.0,0.29,15.77,0.074,72.1,21.29,1.0,1.24,2.228,1.0,0.074,80.98,21.29,2.228,Project_well_logs/TMG-1-logs
4305.0,0.296,15.77,0.09,59.1,20.44,1.0,1.24,2.206,1.0,0.09,79.76,20.44,2.206,Project_well_logs/TMG-1-logs
4306.0,0.299,15.77,0.086,50.4,20.79,1.0,1.25,2.217,1.0,0.086,79.54,20.79,2.217,Project_well_logs/TMG-1-logs
4307.0,0.3,15.78,0.075,49.1,21.68,1.0,1.26,2.227,1.0,0.075,81.07,21.68,2.227,Project_well_logs/TMG-1-logs
4308.0,0.297,15.8,0.081,56.4,21.4,1.0,1.28,2.217,1.0,0.081,80.37,21.4,2.217,Project_well_logs/TMG-1-logs
4309.0,0.292,15.87,0.118,66.6,20.65,1.0,1.3,2.215,1.0,0.118,76.17,20.65,2.215,Project_well_logs/TMG-1-logs
4310.0,0.287,15.92,0.104,78.9,20.17,1.0,1.33,2.211,1.0,0.104,78.0,20.17,2.211,Project_well_logs/TMG-1-logs
4311.0,0.283,15.98,0.094,88.2,20.11,1.0,1.38,2.194,1.0,0.094,85.15,20.11,2.194,Project_well_logs/TMG-1-logs
4312.0,0.281,16.04,0.108,92.4,20.34,1.0,1.44,2.171,1.0,0.108,87.23,20.34,2.171,Project_well_logs/TMG-1-logs
4313.0,0.284,16.02,0.116,85.4,21.5,1.0,1.53,2.138,1.0,0.116,89.13,21.5,2.138,Project_well_logs/TMG-1-logs
4314.0,0.289,15.87,0.122,73.5,22.76,1.0,1.66,2.127,1.0,0.122,91.58,22.76,2.127,Project_well_logs/TMG-1-logs
4315.0,0.296,15.92,0.134,58.0,23.62,1.0,1.85,2.098,1.0,0.134,93.9,23.62,2.098,Project_well_logs/TMG-1-logs
4316.0,0.308,15.86,0.14,33.1,24.2,1.0,1.9,2.096,1.0,0.14,94.78,24.2,2.096,Project_well_logs/TMG-1-logs
4317.0,0.312,15.74,0.144,24.9,23.96,1.0,1.85,2.112,1.0,0.144,92.22,23.96,2.112,Project_well_logs/TMG-1-logs
4318.0,0.313,15.64,0.131,21.9,23.31,1.0,1.79,2.134,1.0,0.131,90.4,23.31,2.134,Project_well_logs/TMG-1-logs
4319.0,0.308,15.61,0.104,32.1,22.3,1.0,1.72,2.178,1.0,0.104,88.29,22.3,2.178,Project_well_logs/TMG-1-logs
4320.0,0.298,15.61,0.079,54.5,21.47,1.0,1.65,2.22,1.0,0.079,84.06,21.47,2.22,Project_well_logs/TMG-1-logs
4321.0,0.291,15.61,0.062,69.1,22.3,1.0,1.63,2.247,1.0,0.062,81.35,22.3,2.247,Project_well_logs/TMG-1-logs
4322.0,0.256,15.62,0.063,52.0,23.39,1.0,1.63,2.266,1.0,0.063,78.81,23.39,2.266,Project_well_logs/TMG-1-logs
4323.0,0.25,15.62,0.078,67.6,24.58,1.0,1.7,2.286,1.0,0.078,75.86,24.58,2.286,Project_well_logs/TMG-1-logs
4324.0,0.243,15.62,0.114,84.9,25.88,1.0,1.83,2.273,1.0,0.114,71.79,25.88,2.273,Project_well_logs/TMG-1-logs
4325.0,0.235,15.57,0.119,6.6,27.69,1.0,1.99,2.289,0.989,0.119,69.23,27.69,2.289,Project_well_logs/TMG-1-logs
4326.0,0.233,15.48,0.116,14.7,29.93,1.0,2.14,2.299,0.979571,0.116,68.57,29.93,2.299,Project_well_logs/TMG-1-logs
4327.0,0.234,15.51,0.115,9.4,32.19,1.0,2.27,2.299,0.983286,0.115,68.83,32.19,2.299,Project_well_logs/TMG-1-logs
4328.0,0.24,15.52,0.13,94.0,34.55,1.0,2.28,2.263,1.0,0.13,70.07,34.55,2.263,Project_well_logs/TMG-1-logs
4329.0,0.245,15.46,0.119,80.0,37.94,1.0,2.16,2.265,1.0,0.119,71.84,37.94,2.265,Project_well_logs/TMG-1-logs
4330.0,0.252,15.5,0.097,62.7,35.92,1.0,2.06,2.278,1.0,0.097,73.92,35.92,2.278,Project_well_logs/TMG-1-logs
4331.0,0.256,15.66,0.117,51.9,34.11,1.0,2.11,2.259,1.0,0.117,72.61,34.11,2.259,Project_well_logs/TMG-1-logs
4332.0,0.262,15.74,0.138,37.7,33.8,1.0,2.23,2.245,1.0,0.138,70.61,33.8,2.245,Project_well_logs/TMG-1-logs
4333.0,0.27,15.75,0.145,16.8,34.8,1.0,2.17,2.247,0.987,0.145,69.09,34.8,2.247,Project_well_logs/TMG-1-logs
4334.0,0.272,15.75,0.142,13.2,33.94,1.0,1.91,2.265,0.965714,0.142,67.6,33.94,2.265,Project_well_logs/TMG-1-logs
4335.0,0.263,15.76,0.133,34.9,30.43,1.0,1.73,2.27,0.981143,0.133,68.68,30.43,2.27,Project_well_logs/TMG-1-logs
4336.0,0.256,15.76,0.117,53.0,28.53,1.0,1.67,2.27,1.0,0.117,71.56,28.53,2.27,Project_well_logs/TMG-1-logs
4337.0,0.252,15.76,0.107,61.1,27.52,1.0,1.61,2.276,1.0,0.107,72.63,27.52,2.276,Project_well_logs/TMG-1-logs
4338.0,0.25,15.76,0.124,67.5,26.77,1.0,1.55,2.276,0.996571,0.124,69.76,26.77,2.276,Project_well_logs/TMG-1-logs
4339.0,0.252,15.76,0.109,63.4,26.25,1.0,1.53,2.284,1.0,0.109,71.47,26.25,2.284,Project_well_logs/TMG-1-logs
4340.0,0.256,15.77,0.118,52.3,26.14,1.0,1.52,2.27,1.0,0.118,71.49,26.14,2.27,Project_well_logs/TMG-1-logs
4341.0,0.26,15.77,0.123,41.1,26.41,1.0,1.54,2.281,0.992571,0.123,69.48,26.41,2.281,Project_well_logs/TMG-1-logs
4342.0,0.261,15.77,0.154,38.9,28.56,1.0,1.6,2.253,0.950714,0.154,66.55,28.56,2.253,Project_well_logs/TMG-1-logs
4343.0,0.256,15.77,0.176,52.2,31.09,1.0,1.68,2.253,0.875429,0.176,61.28,31.09,2.253,Project_well_logs/TMG-1-logs
4344.0,0.251,15.77,0.169,64.6,32.2,1.0,1.76,2.266,0.869714,0.169,60.88,32.2,2.266,Project_well_logs/TMG-1-logs
4345.0,0.249,15.75,0.164,70.5,32.74,1.0,1.85,2.258,0.906857,0.164,63.48,32.74,2.258,Project_well_logs/TMG-1-logs
4346.0,0.25,15.47,0.164,67.6,32.96,1.0,1.86,2.243,0.938143,0.164,65.67,32.96,2.243,Project_well_logs/TMG-1-logs
4347.0,0.253,15.45,0.151,59.1,31.98,1.0,1.7,2.231,0.998286,0.151,69.88,31.98,2.231,Project_well_logs/TMG-1-logs
4348.0,0.259,15.25,0.094,45.1,30.12,1.0,1.81,2.225,1.0,0.094,78.15,30.12,2.225,Project_well_logs/TMG-1-logs
4349.0,0.265,15.28,0.092,30.4,28.58,1.0,1.97,2.198,1.0,0.092,81.21,28.58,2.198,Project_well_logs/TMG-1-logs
4350.0,0.27,15.26,0.098,17.1,27.44,1.0,2.01,2.188,1.0,0.098,84.25,27.44,2.188,Project_well_logs/TMG-1-logs
4351.0,0.282,15.22,0.109,90.6,26.36,1.0,1.96,2.17,1.0,0.109,85.75,26.36,2.17,Project_well_logs/TMG-1-logs
4352.0,0.289,15.15,0.108,73.1,25.67,1.0,1.89,2.171,1.0,0.108,86.93,25.67,2.171,Project_well_logs/TMG-1-logs
4353.0,0.294,15.02,0.116,63.4,25.19,1.0,1.82,2.159,1.0,0.116,87.4,25.19,2.159,Project_well_logs/TMG-1-logs
4354.0,0.288,15.0,0.105,75.6,25.02,1.0,1.73,2.176,1.0,0.105,87.22,25.02,2.176,Project_well_logs/TMG-1-logs
4355.0,0.284,15.0,0.094,84.4,25.02,1.0,1.65,2.195,1.0,0.094,86.69,25.02,2.195,Project_well_logs/TMG-1-logs
4356.0,0.282,15.01,0.085,89.7,24.84,1.0,1.56,2.21,1.0,0.085,84.89,24.84,2.21,Project_well_logs/TMG-1-logs
4357.0,0.284,15.01,0.089,85.8,24.39,1.0,1.5,2.204,1.0,0.089,81.91,24.39,2.204,Project_well_logs/TMG-1-logs
4358.0,0.287,15.0,0.112,77.2,23.89,1.0,1.43,2.174,1.0,0.112,79.54,23.89,2.174,Project_well_logs/TMG-1-logs
4359.0,0.292,14.94,0.126,67.2,23.37,1.0,1.38,2.178,1.0,0.126,77.79,23.37,2.178,Project_well_logs/TMG-1-logs
4360.0,0.3,14.74,0.143,49.4,22.87,1.0,1.36,2.169,1.0,0.143,76.52,22.87,2.169,Project_well_logs/TMG-1-logs
4361.0,0.305,13.15,0.13,38.8,22.55,1.0,1.34,2.17,1.0,0.13,77.88,22.55,2.17,Project_well_logs/TMG-1-logs
4362.0,0.309,14.4,0.125,31.2,22.15,1.0,1.32,2.183,1.0,0.125,77.63,22.15,2.183,Project_well_logs/TMG-1-logs
4363.0,0.311,14.54,0.147,27.0,21.77,1.0,1.29,2.184,1.0,0.147,74.94,21.77,2.184,Project_well_logs/TMG-1-logs
4364.0,0.309,13.96,0.157,29.6,21.73,1.0,1.27,2.181,1.0,0.157,73.8,21.73,2.181,Project_well_logs/TMG-1-logs
4365.0,0.302,12.81,0.123,45.1,21.9,1.0,1.27,2.209,1.0,0.123,75.95,21.9,2.209,Project_well_logs/TMG-1-logs
4366.0,0.296,15.57,0.097,59.0,22.12,1.0,1.27,2.241,1.0,0.097,76.74,22.12,2.241,Project_well_logs/TMG-1-logs
4367.0,0.287,15.59,0.115,78.4,22.35,1.0,1.28,2.222,1.0,0.115,76.01,22.35,2.222,Project_well_logs/TMG-1-logs
4368.0,0.279,15.6,0.142,96.8,22.68,1.0,1.32,2.22,1.0,0.142,72.42,22.68,2.22,Project_well_logs/TMG-1-logs
4369.0,0.272,15.59,0.155,13.4,23.21,1.0,1.4,2.231,0.987286,0.155,69.11,23.21,2.231,Project_well_logs/TMG-1-logs
4370.0,0.273,15.59,0.162,11.1,23.73,1.0,1.55,2.236,0.957428,0.162,67.02,23.73,2.236,Project_well_logs/TMG-1-logs
4371.0,0.278,15.6,0.154,99.0,24.28,1.0,1.72,2.256,0.947,0.154,66.29,24.28,2.256,Project_well_logs/TMG-1-logs
4372.0,0.285,15.6,0.126,83.1,24.67,1.0,1.74,2.258,1.0,0.126,71.34,24.67,2.258,Project_well_logs/TMG-1-logs
4373.0,0.288,15.61,0.104,76.1,24.95,1.0,1.66,2.258,1.0,0.104,74.6,24.95,2.258,Project_well_logs/TMG-1-logs
4374.0,0.289,15.6,0.094,74.4,24.72,1.0,1.56,2.259,1.0,0.094,75.91,24.72,2.259,Project_well_logs/TMG-1-logs
4375.0,0.285,15.51,0.128,81.9,24.68,1.0,1.46,2.258,1.0,0.128,70.95,24.68,2.258,Project_well_logs/TMG-1-logs
4376.0,0.278,15.45,0.131,97.9,24.82,1.0,1.43,2.284,0.965571,0.131,67.59,24.82,2.284,Project_well_logs/TMG-1-logs
4377.0,0.272,15.46,0.121,12.7,25.02,1.0,1.41,2.292,0.978857,0.121,68.52,25.02,2.292,Project_well_logs/TMG-1-logs
4378.0,0.268,15.46,0.126,23.4,25.21,1.0,1.43,2.264,1.0,0.126,70.72,25.21,2.264,Project_well_logs/TMG-1-logs
4379.0,0.265,15.47,0.117,30.8,25.53,1.0,1.47,2.26,1.0,0.117,72.5,25.53,2.26,Project_well_logs/TMG-1-logs
4380.0,0.263,15.42,0.112,34.6,25.37,1.0,1.54,2.271,1.0,0.112,72.26,25.37,2.271,Project_well_logs/TMG-1-logs
4381.0,0.268,15.26,0.118,21.5,25.09,1.0,1.64,2.276,1.0,0.118,70.78,25.09,2.276,Project_well_logs/TMG-1-logs
4382.0,0.272,15.12,0.143,13.0,24.82,1.0,1.71,2.25,0.989,0.143,69.23,24.82,2.25,Project_well_logs/TMG-1-logs
4383.0,0.271,15.1,0.143,14.2,24.74,1.0,1.63,2.264,0.963429,0.143,67.44,24.74,2.264,Project_well_logs/TMG-1-logs
4384.0,0.274,15.1,0.132,8.2,24.9,1.0,1.53,2.289,0.952857,0.132,66.7,24.9,2.289,Project_well_logs/TMG-1-logs
4385.0,0.278,15.08,0.111,99.5,25.18,1.0,1.48,2.308,0.978857,0.111,68.52,25.18,2.308,Project_well_logs/TMG-1-logs
4386.0,0.274,15.08,0.089,9.0,25.46,1.0,1.43,2.322,1.0,0.089,71.01,25.46,2.322,Project_well_logs/TMG-1-logs
4387.0,0.268,15.09,0.073,22.1,25.74,1.0,1.4,2.334,1.0,0.073,72.42,25.74,2.334,Project_well_logs/TMG-1-logs
4388.0,0.262,15.09,0.092,37.4,26.33,1.0,1.65,2.313,1.0,0.092,71.41,26.33,2.313,Project_well_logs/TMG-1-logs
