DEPT,NPHI_ED,CALI,PHIE:1,NEUT,SP:1,SWE,RES,RHOB:1,VSH,PHIE:2,GR,SP:2,RHOB:2,Well
3100.0,0.263,13.3,0.256,34.8,51.21,1.0,1.33,2.14,0.20345,0.256,49.15,51.21,2.14,Project_well_logs/TMG-1-logs
3101.0,0.258,13.27,0.264,47.2,53.69,1.0,1.32,2.128,0.159715,0.264,45.92,53.69,2.128,Project_well_logs/TMG-1-logs
3102.0,0.265,13.4,0.288,29.6,55.17,1.0,1.31,2.079,0.131052,0.288,43.47,55.17,2.079,Project_well_logs/TMG-1-logs
3103.0,0.269,13.37,0.284,19.3,56.65,1.0,1.31,2.107,0.113077,0.284,41.76,56.65,2.107,Project_well_logs/TMG-1-logs
3104.0,0.274,12.86,0.264,7.8,56.53,1.0,1.3,2.123,0.216676,0.264,50.03,56.53,2.123,Project_well_logs/TMG-1-logs
3105.0,0.269,12.96,0.242,20.2,55.14,1.0,1.29,2.159,0.276159,0.242,53.56,55.14,2.159,Project_well_logs/TMG-1-logs
3106.0,0.266,12.97,0.25,27.6,54.03,1.0,1.28,2.128,0.281355,0.25,53.84,54.03,2.128,Project_well_logs/TMG-1-logs
3107.0,0.265,12.89,0.266,30.6,53.38,1.0,1.28,2.094,0.240145,0.266,51.5,53.38,2.094,Project_well_logs/TMG-1-logs
3108.0,0.268,13.46,0.275,22.1,53.5,1.0,1.29,2.109,0.158226,0.275,45.8,53.5,2.109,Project_well_logs/TMG-1-logs
3109.0,0.267,14.15,0.279,24.7,54.3,1.0,1.29,2.136,0.0799335,0.279,38.15,54.3,2.136,Project_well_logs/TMG-1-logs
3110.0,0.261,12.89,0.275,39.6,55.12,1.0,1.29,2.149,0.0645008,0.275,36.21,55.12,2.149,Project_well_logs/TMG-1-logs
3111.0,0.259,12.52,0.273,44.9,55.7,1.0,1.29,2.186,0.0624721,0.273,35.94,55.7,2.186,Project_well_logs/TMG-1-logs
3112.0,0.263,12.54,0.279,35.0,56.12,1.0,1.29,2.176,0.0657926,0.279,36.38,56.12,2.176,Project_well_logs/TMG-1-logs
3113.0,0.267,12.73,0.287,25.6,55.41,1.0,1.29,2.114,0.0748335,0.287,37.53,55.41,2.114,Project_well_logs/TMG-1-logs
3114.0,0.271,12.75,0.292,14.4,53.0,1.0,1.29,2.096,0.0902774,0.292,39.35,53.0,2.096,Project_well_logs/TMG-1-logs
3115.0,0.275,13.27,0.31,6.1,52.13,1.0,1.3,2.039,0.105774,0.31,41.02,52.13,2.039,Project_well_logs/TMG-1-logs
3116.0,0.279,13.78,0.319,95.9,50.86,1.0,1.3,2.013,0.121815,0.319,42.61,50.86,2.013,Project_well_logs/TMG-1-logs
3117.0,0.282,13.98,0.275,88.4,49.42,1.0,1.29,2.123,0.170401,0.275,46.76,49.42,2.123,Project_well_logs/TMG-1-logs
3118.0,0.285,14.1,0.264,83.6,48.52,1.0,1.3,2.147,0.273224,0.264,53.4,48.52,2.147,Project_well_logs/TMG-1-logs
3119.0,0.283,14.07,0.204,87.9,49.83,1.0,1.31,2.19,0.527412,0.204,63.9,49.83,2.19,Project_well_logs/TMG-1-logs
3120.0,0.278,13.65,0.195,98.3,49.41,1.0,1.31,2.188,0.607377,0.195,66.3,49.41,2.188,Project_well_logs/TMG-1-logs
3121.0,0.274,13.24,0.203,7.2,48.78,1.0,1.33,2.129,0.667964,0.203,67.94,48.78,2.129,Project_well_logs/TMG-1-logs
3122.0,0.27,13.28,0.2,17.0,47.61,1.0,1.35,2.114,0.715639,0.2,69.14,47.61,2.114,Project_well_logs/TMG-1-logs
3123.0,0.265,13.17,0.201,30.6,45.83,1.0,1.36,2.098,0.728855,0.201,69.46,45.83,2.098,Project_well_logs/TMG-1-logs
3124.0,0.266,12.68,0.199,27.8,44.21,1.0,1.39,2.154,0.602085,0.199,66.15,44.21,2.154,Project_well_logs/TMG-1-logs
3125.0,0.271,12.68,0.221,16.5,42.15,1.0,1.42,2.19,0.392974,0.221,59.05,42.15,2.19,Project_well_logs/TMG-1-logs
3126.0,0.274,12.74,0.244,7.2,42.36,1.0,1.44,2.151,0.295644,0.244,54.59,42.36,2.151,Project_well_logs/TMG-1-logs
3127.0,0.272,12.83,0.258,12.2,44.83,1.0,1.44,2.128,0.241474,0.258,51.58,44.83,2.128,Project_well_logs/TMG-1-logs
3128.0,0.269,12.94,0.269,20.7,46.41,1.0,1.44,2.119,0.180069,0.269,47.49,46.41,2.119,Project_well_logs/TMG-1-logs
3129.0,0.266,13.04,0.299,28.3,46.5,1.0,1.42,2.067,0.0908114,0.299,39.41,46.5,2.067,Project_well_logs/TMG-1-logs
3130.0,0.263,13.1,0.302,33.7,45.03,1.0,1.37,2.082,0.0459528,0.302,33.59,45.03,2.082,Project_well_logs/TMG-1-logs
3131.0,0.263,13.16,0.299,34.6,45.83,1.0,1.3,2.099,0.0334397,0.299,31.6,45.83,2.099,Project_well_logs/TMG-1-logs
3132.0,0.266,13.22,0.312,27.6,47.37,1.0,1.25,2.06,0.0383171,0.312,32.4,47.37,2.06,Project_well_logs/TMG-1-logs
3133.0,0.271,13.26,0.322,15.6,55.37,1.0,1.21,2.036,0.0416604,0.322,32.93,55.37,2.036,Project_well_logs/TMG-1-logs
3134.0,0.275,13.13,0.315,6.0,56.2,1.0,1.19,2.061,0.0421729,0.315,33.01,56.2,2.061,Project_well_logs/TMG-1-logs
3135.0,0.28,12.5,0.31,95.1,56.11,1.0,1.21,2.085,0.0385663,0.31,32.44,56.11,2.085,Project_well_logs/TMG-1-logs
3136.0,0.283,13.11,0.332,86.6,55.27,1.0,1.24,2.015,0.0542097,0.332,34.8,55.27,2.015,Project_well_logs/TMG-1-logs
3137.0,0.285,13.4,0.314,82.9,54.06,1.0,1.27,2.059,0.0721843,0.314,37.2,54.06,2.059,Project_well_logs/TMG-1-logs
3138.0,0.285,13.48,0.301,82.4,54.26,1.0,1.29,2.086,0.0939599,0.301,39.76,54.26,2.086,Project_well_logs/TMG-1-logs
3139.0,0.274,13.46,0.282,8.6,55.18,1.0,1.29,2.113,0.126705,0.282,43.07,55.18,2.113,Project_well_logs/TMG-1-logs
3140.0,0.251,13.34,0.278,64.5,56.35,1.0,1.3,2.098,0.121291,0.278,42.56,56.35,2.098,Project_well_logs/TMG-1-logs
3141.0,0.232,13.03,0.29,17.0,57.8,0.997933,1.31,2.067,0.0664045,0.29,36.46,57.8,2.067,Project_well_logs/TMG-1-logs
3142.0,0.228,12.51,0.296,28.9,58.95,0.908802,1.32,2.069,0.0171403,0.296,28.66,58.95,2.069,Project_well_logs/TMG-1-logs
3143.0,0.225,12.71,0.293,34.7,58.97,0.871346,1.33,2.076,0.0056777,0.293,26.29,58.97,2.076,Project_well_logs/TMG-1-logs
3144.0,0.236,12.78,0.303,6.0,57.8,0.824025,1.33,2.06,0.00765529,0.303,26.72,57.8,2.06,Project_well_logs/TMG-1-logs
3145.0,0.254,12.84,0.302,57.6,56.23,0.852141,1.33,2.078,0.0307245,0.302,31.14,56.23,2.078,Project_well_logs/TMG-1-logs
3146.0,0.272,14.19,0.304,13.4,52.5,0.911137,1.33,2.083,0.0508728,0.304,34.32,52.5,2.083,Project_well_logs/TMG-1-logs
3147.0,0.278,15.14,0.308,97.6,51.05,0.961711,1.33,2.062,0.0820363,0.308,38.4,51.05,2.062,Project_well_logs/TMG-1-logs
3148.0,0.284,15.76,0.306,84.2,51.42,1.0,1.32,2.062,0.107525,0.306,41.2,51.42,2.062,Project_well_logs/TMG-1-logs
3149.0,0.29,15.82,0.302,72.0,52.26,1.0,1.32,2.092,0.0893024,0.302,39.24,52.26,2.092,Project_well_logs/TMG-1-logs
3150.0,0.29,15.13,0.294,72.3,53.12,1.0,1.31,2.109,0.105871,0.294,41.03,53.12,2.109,Project_well_logs/TMG-1-logs
3151.0,0.288,13.37,0.298,75.2,54.04,1.0,1.31,2.083,0.125739,0.298,42.98,54.04,2.083,Project_well_logs/TMG-1-logs
3152.0,0.288,13.38,0.306,76.9,55.32,1.0,1.3,2.049,0.145577,0.306,44.75,55.32,2.049,Project_well_logs/TMG-1-logs
3153.0,0.289,12.87,0.303,73.6,56.58,1.0,1.3,2.069,0.128976,0.303,43.28,56.58,2.069,Project_well_logs/TMG-1-logs
3154.0,0.291,12.66,0.315,68.9,55.67,1.0,1.3,2.058,0.0811077,0.315,38.29,55.67,2.058,Project_well_logs/TMG-1-logs
3155.0,0.294,12.67,0.332,63.4,53.9,0.964332,1.3,2.027,0.0555535,0.332,34.99,53.9,2.027,Project_well_logs/TMG-1-logs
3156.0,0.297,12.48,0.354,56.8,52.48,0.827861,1.31,1.976,0.0357315,0.354,31.98,52.48,1.976,Project_well_logs/TMG-1-logs
3157.0,0.301,12.58,0.356,46.1,51.57,0.907172,1.31,1.98,0.0301427,0.356,31.04,51.57,1.98,Project_well_logs/TMG-1-logs
3158.0,0.303,12.89,0.338,42.3,52.03,0.940712,1.31,2.035,0.033619,0.338,31.63,52.03,2.035,Project_well_logs/TMG-1-logs
3159.0,0.303,13.04,0.322,43.1,52.26,0.977531,1.31,2.079,0.0415965,0.322,32.92,52.26,2.079,Project_well_logs/TMG-1-logs
3160.0,0.301,12.61,0.311,48.4,52.09,1.0,1.31,2.098,0.0563375,0.311,35.1,52.09,2.098,Project_well_logs/TMG-1-logs
3161.0,0.297,12.68,0.31,56.8,50.0,1.0,1.31,2.121,0.0793495,0.31,38.08,50.0,2.121,Project_well_logs/TMG-1-logs
3162.0,0.293,12.79,0.263,64.9,50.36,1.0,1.32,2.185,0.126168,0.263,43.02,50.36,2.185,Project_well_logs/TMG-1-logs
3163.0,0.289,12.48,0.233,73.7,51.29,1.0,1.32,2.221,0.176584,0.233,47.23,51.29,2.221,Project_well_logs/TMG-1-logs
3164.0,0.285,12.96,0.235,82.9,51.57,1.0,1.34,2.193,0.274688,0.235,53.48,51.57,2.193,Project_well_logs/TMG-1-logs
3165.0,0.282,12.86,0.248,89.6,51.58,1.0,1.34,2.162,0.317622,0.248,55.69,51.58,2.162,Project_well_logs/TMG-1-logs
3166.0,0.279,12.47,0.227,96.1,50.97,1.0,1.34,2.186,0.36571,0.227,57.9,50.97,2.186,Project_well_logs/TMG-1-logs
3167.0,0.279,12.31,0.22,97.3,49.35,1.0,1.35,2.19,0.406593,0.22,59.6,49.35,2.19,Project_well_logs/TMG-1-logs
3168.0,0.284,12.26,0.228,84.9,42.56,1.0,1.38,2.168,0.445478,0.228,61.09,42.56,2.168,Project_well_logs/TMG-1-logs
3169.0,0.29,12.31,0.224,71.2,36.5,1.0,1.4,2.166,0.481919,0.224,62.39,36.5,2.166,Project_well_logs/TMG-1-logs
3170.0,0.292,12.48,0.2,68.1,33.64,1.0,1.42,2.198,0.516859,0.2,63.56,33.64,2.198,Project_well_logs/TMG-1-logs
3171.0,0.289,12.52,0.191,72.7,28.72,1.0,1.44,2.207,0.549727,0.191,64.6,28.72,2.207,Project_well_logs/TMG-1-logs
3172.0,0.289,12.31,0.202,73.9,24.83,1.0,1.44,2.183,0.576569,0.202,65.41,24.83,2.183,Project_well_logs/TMG-1-logs
3173.0,0.289,12.34,0.204,72.7,22.1,1.0,1.44,2.187,0.541345,0.204,64.34,22.1,2.187,Project_well_logs/TMG-1-logs
3174.0,0.292,12.41,0.236,67.4,22.67,1.0,1.44,2.148,0.477589,0.236,62.24,22.67,2.148,Project_well_logs/TMG-1-logs
3175.0,0.294,12.34,0.249,62.0,26.96,1.0,1.42,2.086,0.48833,0.249,62.61,26.96,2.086,Project_well_logs/TMG-1-logs
3176.0,0.301,12.56,0.27,46.8,27.13,1.0,1.39,2.009,0.544556,0.27,64.44,27.13,2.009,Project_well_logs/TMG-1-logs
3177.0,0.296,13.99,0.269,59.0,25.86,1.0,1.36,2.013,0.524289,0.269,63.8,25.86,2.013,Project_well_logs/TMG-1-logs
3178.0,0.291,12.64,0.252,68.6,24.99,1.0,1.34,2.084,0.457263,0.252,61.52,24.99,2.084,Project_well_logs/TMG-1-logs
3179.0,0.289,12.53,0.281,73.1,25.17,1.0,1.31,2.064,0.287765,0.281,54.18,25.17,2.064,Project_well_logs/TMG-1-logs
3180.0,0.292,15.0,0.275,67.2,27.05,1.0,1.29,2.086,0.280981,0.275,53.82,27.05,2.086,Project_well_logs/TMG-1-logs
3181.0,0.31,13.97,0.287,28.4,31.77,1.0,1.29,2.109,0.270856,0.287,53.27,31.77,2.109,Project_well_logs/TMG-1-logs
3182.0,0.308,13.48,0.292,32.5,40.4,1.0,1.29,2.074,0.241474,0.292,51.58,40.4,2.074,Project_well_logs/TMG-1-logs
3183.0,0.298,13.03,0.288,53.1,43.06,1.0,1.29,2.076,0.238822,0.288,51.42,43.06,2.076,Project_well_logs/TMG-1-logs
3184.0,0.292,13.12,0.246,67.9,45.95,1.0,1.31,2.161,0.336981,0.246,56.61,45.95,2.161,Project_well_logs/TMG-1-logs
3185.0,0.285,12.98,0.236,82.7,46.36,1.0,1.32,2.173,0.357274,0.236,57.53,46.36,2.173,Project_well_logs/TMG-1-logs
3186.0,0.279,12.69,0.235,96.0,46.89,1.0,1.34,2.176,0.353676,0.235,57.37,46.89,2.176,Project_well_logs/TMG-1-logs
3187.0,0.276,12.63,0.209,4.2,47.58,1.0,1.37,2.206,0.416229,0.209,59.98,47.58,2.206,Project_well_logs/TMG-1-logs
3188.0,0.273,12.62,0.181,11.8,47.63,1.0,1.4,2.211,0.60314,0.181,66.18,47.63,2.211,Project_well_logs/TMG-1-logs
3189.0,0.27,12.62,0.153,17.1,46.34,1.0,1.42,2.179,0.968359,0.153,74.5,46.34,2.179,Project_well_logs/TMG-1-logs
3190.0,0.269,12.62,0.105,21.4,44.47,1.0,1.44,2.149,1.0,0.105,79.98,44.47,2.149,Project_well_logs/TMG-1-logs
3191.0,0.267,12.42,0.118,24.2,41.33,1.0,1.46,2.106,1.0,0.118,82.81,41.33,2.106,Project_well_logs/TMG-1-logs
3192.0,0.268,12.32,0.132,22.4,39.74,1.0,1.46,2.067,1.0,0.132,85.4,39.74,2.067,Project_well_logs/TMG-1-logs
3193.0,0.272,12.42,0.125,14.0,39.49,1.0,1.45,2.09,1.0,0.125,82.03,39.49,2.09,Project_well_logs/TMG-1-logs
3194.0,0.278,12.35,0.146,97.6,40.07,1.0,1.38,2.07,1.0,0.146,79.0,40.07,2.07,Project_well_logs/TMG-1-logs
3195.0,0.28,12.36,0.19,94.6,42.11,1.0,1.3,2.047,0.992908,0.19,74.95,42.11,2.047,Project_well_logs/TMG-1-logs
3196.0,0.28,12.43,0.241,93.9,45.38,1.0,1.23,2.045,0.604196,0.241,66.21,45.38,2.045,Project_well_logs/TMG-1-logs
3197.0,0.28,12.67,0.253,95.2,48.97,1.0,1.16,2.076,0.429461,0.253,60.49,48.97,2.076,Project_well_logs/TMG-1-logs
3198.0,0.277,12.74,0.27,0.8,53.78,1.0,1.14,2.049,0.362271,0.27,57.75,53.78,2.049,Project_well_logs/TMG-1-logs
3199.0,0.274,12.88,0.269,8.7,55.18,1.0,1.1,2.06,0.332481,0.269,56.4,55.18,2.06,Project_well_logs/TMG-1-logs
3200.0,0.271,12.61,0.262,16.3,55.22,1.0,1.1,2.057,0.379734,0.262,58.5,55.22,2.057,Project_well_logs/TMG-1-logs
3201.0,0.267,12.3,0.236,24.1,54.5,1.0,1.14,2.111,0.428149,0.236,60.44,54.5,2.111,Project_well_logs/TMG-1-logs
3202.0,0.278,12.65,0.229,98.9,53.5,1.0,1.2,2.143,0.439012,0.229,60.85,53.5,2.143,Project_well_logs/TMG-1-logs
3203.0,0.289,12.69,0.251,73.4,50.61,1.0,1.26,2.114,0.384505,0.251,58.7,50.61,2.114,Project_well_logs/TMG-1-logs
3204.0,0.293,12.93,0.285,65.2,48.63,1.0,1.32,2.048,0.306079,0.285,55.12,48.63,2.048,Project_well_logs/TMG-1-logs
3205.0,0.296,13.02,0.307,58.1,47.79,1.0,1.4,2.036,0.192075,0.307,48.36,47.79,2.036,Project_well_logs/TMG-1-logs
3206.0,0.295,12.95,0.289,60.2,49.13,1.0,1.48,2.077,0.217754,0.289,50.1,49.13,2.077,Project_well_logs/TMG-1-logs
3207.0,0.293,13.05,0.286,63.9,50.3,1.0,1.53,2.069,0.251787,0.286,52.19,50.3,2.069,Project_well_logs/TMG-1-logs
3208.0,0.293,13.26,0.3,64.9,51.43,1.0,1.5,2.031,0.238327,0.3,51.39,51.43,2.031,Project_well_logs/TMG-1-logs
3209.0,0.3,13.38,0.301,49.2,52.63,1.0,1.36,2.057,0.193206,0.301,48.44,52.63,2.057,Project_well_logs/TMG-1-logs
3210.0,0.305,13.99,0.283,37.9,52.87,1.0,1.29,2.141,0.166916,0.283,46.49,52.87,2.141,Project_well_logs/TMG-1-logs
3211.0,0.305,13.78,0.288,38.4,52.63,1.0,1.24,2.104,0.194768,0.288,48.55,52.63,2.104,Project_well_logs/TMG-1-logs
3212.0,0.299,13.78,0.283,52.7,52.57,1.0,1.2,2.119,0.254373,0.283,52.34,52.57,2.119,Project_well_logs/TMG-1-logs
3213.0,0.291,15.81,0.274,68.2,52.72,1.0,1.19,2.128,0.28229,0.274,53.89,52.72,2.128,Project_well_logs/TMG-1-logs
3214.0,0.291,13.99,0.253,69.0,52.93,1.0,1.19,2.157,0.304486,0.253,55.04,52.93,2.157,Project_well_logs/TMG-1-logs
3215.0,0.292,13.89,0.237,67.0,53.06,1.0,1.19,2.185,0.300334,0.237,54.83,53.06,2.185,Project_well_logs/TMG-1-logs
3216.0,0.292,13.89,0.264,65.9,52.65,1.0,1.19,2.144,0.287384,0.264,54.16,52.65,2.144,Project_well_logs/TMG-1-logs
3217.0,0.292,14.22,0.254,66.8,52.05,1.0,1.2,2.152,0.323835,0.254,55.99,52.05,2.152,Project_well_logs/TMG-1-logs
3218.0,0.288,13.51,0.223,76.5,49.51,1.0,1.22,2.195,0.356598,0.223,57.5,49.51,2.195,Project_well_logs/TMG-1-logs
3219.0,0.279,13.46,0.202,97.2,47.4,1.0,1.26,2.219,0.407347,0.202,59.63,47.4,2.219,Project_well_logs/TMG-1-logs
3220.0,0.273,12.98,0.177,9.5,45.74,1.0,1.28,2.241,0.494813,0.177,62.83,45.74,2.241,Project_well_logs/TMG-1-logs
3221.0,0.269,13.04,0.162,20.0,41.31,1.0,1.29,2.248,0.577585,0.162,65.44,41.31,2.248,Project_well_logs/TMG-1-logs
3222.0,0.265,12.99,0.179,30.2,37.31,1.0,1.3,2.21,0.622411,0.179,66.72,37.31,2.21,Project_well_logs/TMG-1-logs
3223.0,0.262,13.12,0.195,37.4,34.74,1.0,1.32,2.149,0.632982,0.195,67.01,34.74,2.149,Project_well_logs/TMG-1-logs
3224.0,0.26,13.46,0.252,43.0,33.86,1.0,1.32,2.086,0.350551,0.252,57.23,33.86,2.086,Project_well_logs/TMG-1-logs
3225.0,0.257,13.57,0.263,49.4,33.84,1.0,1.32,2.061,0.324461,0.263,56.02,33.84,2.061,Project_well_logs/TMG-1-logs
3226.0,0.256,13.49,0.274,52.7,37.32,1.0,1.31,2.078,0.198065,0.274,48.78,37.32,2.078,Project_well_logs/TMG-1-logs
3227.0,0.257,13.47,0.292,49.1,40.2,1.0,1.29,2.042,0.16666,0.292,46.47,40.2,2.042,Project_well_logs/TMG-1-logs
3228.0,0.262,14.27,0.287,36.5,45.3,1.0,1.27,2.068,0.155641,0.287,45.59,45.3,2.068,Project_well_logs/TMG-1-logs
3229.0,0.272,14.34,0.29,12.6,49.15,1.0,1.25,2.075,0.145226,0.29,44.72,49.15,2.075,Project_well_logs/TMG-1-logs
3230.0,0.277,13.28,0.293,1.8,52.99,1.0,1.23,2.077,0.1365,0.293,43.96,52.99,2.077,Project_well_logs/TMG-1-logs
3231.0,0.273,13.68,0.287,11.7,54.69,1.0,1.2,2.094,0.128542,0.287,43.24,54.69,2.094,Project_well_logs/TMG-1-logs
3232.0,0.262,13.87,0.285,38.4,54.63,1.0,1.18,2.092,0.113884,0.285,41.84,54.63,2.092,Project_well_logs/TMG-1-logs
3233.0,0.255,13.88,0.285,54.3,54.18,1.0,1.16,2.091,0.100523,0.285,40.47,54.18,2.091,Project_well_logs/TMG-1-logs
3234.0,0.271,13.69,0.294,14.8,53.51,1.0,1.15,2.086,0.0997718,0.294,40.39,53.51,2.086,Project_well_logs/TMG-1-logs
3235.0,0.277,13.44,0.278,0.1,52.74,1.0,1.15,2.118,0.147225,0.278,44.89,52.74,2.118,Project_well_logs/TMG-1-logs
3236.0,0.282,12.82,0.27,89.7,51.54,1.0,1.15,2.136,0.173671,0.27,47.01,51.54,2.136,Project_well_logs/TMG-1-logs
3237.0,0.284,12.77,0.27,84.2,50.21,1.0,1.15,2.131,0.19264,0.27,48.4,50.21,2.131,Project_well_logs/TMG-1-logs
3238.0,0.278,13.0,0.254,98.4,48.9,1.0,1.16,2.136,0.272676,0.254,53.37,48.9,2.136,Project_well_logs/TMG-1-logs
3239.0,0.27,13.04,0.222,18.2,47.7,1.0,1.17,2.151,0.447379,0.222,61.16,47.7,2.151,Project_well_logs/TMG-1-logs
3240.0,0.265,12.95,0.235,29.1,46.96,1.0,1.18,2.109,0.436874,0.235,60.77,46.96,2.109,Project_well_logs/TMG-1-logs
3241.0,0.264,13.01,0.251,32.2,47.19,1.0,1.19,2.087,0.366401,0.251,57.93,47.19,2.087,Project_well_logs/TMG-1-logs
3242.0,0.283,13.61,0.262,86.6,47.64,1.0,1.2,2.105,0.306478,0.262,55.14,47.64,2.105,Project_well_logs/TMG-1-logs
3243.0,0.303,13.72,0.277,43.2,48.31,1.0,1.21,2.149,0.176052,0.277,47.19,48.31,2.149,Project_well_logs/TMG-1-logs
3244.0,0.304,13.9,0.261,41.6,49.22,1.0,1.22,2.177,0.165,0.261,46.34,49.22,2.177,Project_well_logs/TMG-1-logs
3245.0,0.293,13.67,0.243,64.9,49.91,1.0,1.22,2.2,0.190667,0.243,48.26,49.91,2.2,Project_well_logs/TMG-1-logs
3246.0,0.285,13.2,0.257,83.1,49.87,1.0,1.23,2.165,0.241474,0.257,51.58,49.87,2.165,Project_well_logs/TMG-1-logs
3247.0,0.278,12.76,0.251,97.8,49.26,1.0,1.23,2.164,0.291972,0.251,54.4,49.26,2.164,Project_well_logs/TMG-1-logs
3248.0,0.273,12.62,0.251,9.8,48.22,1.0,1.24,2.147,0.252819,0.251,52.25,48.22,2.147,Project_well_logs/TMG-1-logs
3249.0,0.268,12.52,0.254,22.1,43.34,1.0,1.25,2.147,0.216062,0.254,49.99,43.34,2.147,Project_well_logs/TMG-1-logs
3250.0,0.264,12.47,0.234,33.5,42.61,1.0,1.26,2.184,0.325717,0.234,56.08,42.61,2.184,Project_well_logs/TMG-1-logs
3251.0,0.266,12.35,0.201,27.6,40.63,1.0,1.28,2.224,0.386909,0.201,58.8,40.63,2.224,Project_well_logs/TMG-1-logs
3252.0,0.265,12.32,0.183,29.3,38.48,1.0,1.3,2.243,0.443314,0.183,61.01,38.48,2.243,Project_well_logs/TMG-1-logs
3253.0,0.26,12.3,0.17,42.8,34.83,1.0,1.32,2.243,0.53656,0.17,64.19,34.83,2.243,Project_well_logs/TMG-1-logs
3254.0,0.257,12.24,0.183,50.5,31.67,1.0,1.33,2.224,0.525536,0.183,63.84,31.67,2.224,Project_well_logs/TMG-1-logs
3255.0,0.255,12.23,0.197,55.1,27.71,1.0,1.35,2.2,0.535924,0.197,64.17,27.71,2.2,Project_well_logs/TMG-1-logs
3256.0,0.255,12.25,0.195,55.6,27.69,1.0,1.35,2.192,0.586796,0.195,65.71,27.69,2.192,Project_well_logs/TMG-1-logs
3257.0,0.258,12.31,0.187,47.1,28.34,1.0,1.35,2.198,0.622772,0.187,66.73,28.34,2.198,Project_well_logs/TMG-1-logs
3258.0,0.265,12.43,0.176,30.9,34.1,1.0,1.36,2.224,0.583028,0.176,65.6,34.1,2.224,Project_well_logs/TMG-1-logs
3259.0,0.269,12.55,0.181,20.6,37.17,1.0,1.36,2.248,0.429198,0.181,60.48,37.17,2.248,Project_well_logs/TMG-1-logs
3260.0,0.272,12.57,0.179,12.6,38.21,1.0,1.36,2.261,0.385466,0.179,58.74,38.21,2.261,Project_well_logs/TMG-1-logs
3261.0,0.272,12.54,0.175,12.9,38.44,1.0,1.36,2.254,0.450653,0.175,61.28,38.44,2.254,Project_well_logs/TMG-1-logs
3262.0,0.269,12.53,0.174,20.4,37.01,1.0,1.36,2.237,0.537514,0.174,64.22,37.01,2.237,Project_well_logs/TMG-1-logs
3263.0,0.266,12.7,0.169,26.4,35.29,1.0,1.37,2.23,0.613423,0.169,66.47,35.29,2.23,Project_well_logs/TMG-1-logs
3264.0,0.274,12.84,0.175,8.1,34.32,1.0,1.37,2.23,0.566164,0.175,65.1,34.32,2.23,Project_well_logs/TMG-1-logs
3265.0,0.272,12.44,0.182,12.2,33.81,1.0,1.38,2.234,0.48833,0.182,62.61,33.81,2.234,Project_well_logs/TMG-1-logs
3266.0,0.268,12.19,0.169,22.4,33.59,1.0,1.39,2.248,0.525848,0.169,63.85,33.59,2.248,Project_well_logs/TMG-1-logs
3267.0,0.264,12.16,0.176,31.0,33.62,1.0,1.39,2.22,0.59823,0.176,66.04,33.62,2.22,Project_well_logs/TMG-1-logs
3268.0,0.26,12.16,0.143,41.5,33.72,1.0,1.4,2.227,0.822581,0.143,71.59,33.72,2.227,Project_well_logs/TMG-1-logs
3269.0,0.256,12.15,0.119,52.2,33.86,1.0,1.4,2.223,1.0,0.119,75.42,33.86,2.223,Project_well_logs/TMG-1-logs
3270.0,0.253,12.1,0.142,61.0,34.28,1.0,1.41,2.176,0.936495,0.142,73.9,34.28,2.176,Project_well_logs/TMG-1-logs
3271.0,0.258,12.13,0.166,47.7,35.08,1.0,1.41,2.166,1.0,0.166,71.03,35.08,2.166,Project_well_logs/TMG-1-logs
3272.0,0.27,12.24,0.196,16.9,36.72,1.0,1.42,2.166,0.984,0.196,68.88,36.72,2.166,Project_well_logs/TMG-1-logs
3273.0,0.277,12.41,0.216,1.7,38.37,1.0,1.42,2.184,0.881,0.216,61.67,38.37,2.184,Project_well_logs/TMG-1-logs
3274.0,0.278,12.59,0.2,97.6,39.37,1.0,1.43,2.22,0.855286,0.2,59.87,39.37,2.22,Project_well_logs/TMG-1-logs
3275.0,0.279,12.67,0.175,96.2,39.84,1.0,1.43,2.265,0.845857,0.175,59.21,39.84,2.265,Project_well_logs/TMG-1-logs
3276.0,0.277,12.66,0.163,0.9,39.84,1.0,1.43,2.274,0.874571,0.163,61.22,39.84,2.274,Project_well_logs/TMG-1-logs
3277.0,0.273,12.66,0.166,11.0,39.32,1.0,1.42,2.237,0.944143,0.166,66.09,39.32,2.237,Project_well_logs/TMG-1-logs
3278.0,0.269,12.63,0.164,19.9,37.62,1.0,1.42,2.23,0.962,0.164,67.34,37.62,2.23,Project_well_logs/TMG-1-logs
3279.0,0.266,12.6,0.176,26.5,35.6,1.0,1.42,2.233,0.917714,0.176,64.24,35.6,2.233,Project_well_logs/TMG-1-logs
3280.0,0.264,12.6,0.195,31.1,34.11,1.0,1.42,2.217,0.885,0.195,61.95,34.11,2.217,Project_well_logs/TMG-1-logs
3281.0,0.263,12.71,0.198,34.7,32.91,1.0,1.42,2.221,0.864,0.198,60.48,32.91,2.221,Project_well_logs/TMG-1-logs
3282.0,0.263,12.83,0.177,34.4,31.96,1.0,1.43,2.253,0.867571,0.177,60.73,31.96,2.253,Project_well_logs/TMG-1-logs
3283.0,0.264,12.95,0.163,32.3,31.49,1.0,1.44,2.256,0.916286,0.163,64.14,31.49,2.256,Project_well_logs/TMG-1-logs
3284.0,0.266,13.02,0.169,27.0,31.7,1.0,1.44,2.238,0.931286,0.169,65.19,31.7,2.238,Project_well_logs/TMG-1-logs
